"Feature.ID","Old.Taxon","Domain","Phylum","Subphylum","Order","Family","Genus","Species","Confidence","Taxon"
"4b701cbb007101bf9de20eb0b81efd9b","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Tyzzerella 3","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella 3",NA,0.999862340496674,"Bacteria_Firmicutes_Clostridiales_Lachnospiraceae_Tyzzerella 3_1"
"b6140b2f2040862ce3c4c11885e64267","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-013","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,0.877555374713495,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Ruminococcaceae UCG-013_1"
"8acab8bedcc56d8ef9ea44a255e166c2","D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Chthoniobacterales;D_4__Chthoniobacteraceae;D_5__Candidatus Udaeobacter","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA,0.99999999906859,"Bacteria_Verrucomicrobia_Chthoniobacterales_Chthoniobacteraceae_Candidatus Udaeobacter_1"
"0a12a5608d510bf87ac99132c91f5fcd","D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Mollicutes RF39;D_4__uncultured rumen bacterium;D_5__uncultured rumen bacterium;D_6__uncultured rumen bacterium","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39","uncultured rumen bacterium",NA,NA,0.749043078144133,"Bacteria_Tenericutes_Mollicutes RF39_uncultured rumen bacterium_1"
"a99aa73b6ecfef02ec3bcd7cf4f5caca","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Sandaracinaceae;D_5__uncultured;D_6__metagenome","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured","metagenome",0.856780302081393,"Bacteria_Proteobacteria_Myxococcales_Sandaracinaceae_uncultured_metagenome_1"
"9d6480b1cd6f34baef37c5c17131d631","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-010;D_6__uncultured Clostridiales bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010","uncultured Clostridiales bacterium",0.984262520165059,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Ruminococcaceae UCG-010_uncultured Clostridiales bacterium_1"
"e74686b180170c3c8d3c54a8814507be","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Candidatus Soleaferrea;D_6__uncultured Clostridiales bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea","uncultured Clostridiales bacterium",0.755276249238219,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Candidatus Soleaferrea_uncultured Clostridiales bacterium_1"
"ce060dc7e1662d98d97706d200a14a7c","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptosporangiales;D_4__Thermomonosporaceae;D_5__Actinomadura;D_6__uncultured bacterium","Bacteria","Actinobacteria",NA,"Streptosporangiales","Thermomonosporaceae","Actinomadura","uncultured bacterium",0.998912752629574,"Bacteria_Actinobacteria_Streptosporangiales_Thermomonosporaceae_Actinomadura_uncultured bacterium_1"
"1407a03934b90bf9379849f9d429163f","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae;D_5__Nocardioides","Bacteria","Actinobacteria",NA,"Propionibacteriales","Nocardioidaceae","Nocardioides",NA,0.999994171925732,"Bacteria_Actinobacteria_Propionibacteriales_Nocardioidaceae_Nocardioides_1"
"534e91527b8e7cc6105bf4772262e284","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;D_5__uncultured","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","uncultured",NA,0.931875149691492,"Bacteria_Proteobacteria_Desulfovibrionales_Desulfovibrionaceae_uncultured_1"
"75c37b300cc205edcfadc9c74a7ee5ad","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae UCG-010;D_6__uncultured bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-010","uncultured bacterium",0.966756509480068,"Bacteria_Firmicutes_Clostridiales_Lachnospiraceae_Lachnospiraceae UCG-010_uncultured bacterium_1"
"0dbff396520631cff5355ae46bf06d9d","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__[Eubacterium] coprostanoligenes group;D_6__uncultured Firmicutes bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","uncultured Firmicutes bacterium",0.817562815739023,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_[Eubacterium] coprostanoligenes group_uncultured Firmicutes bacterium_1"
"a93ed25fc787a09aa79d4e64db21998c","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomonas","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,0.999916323047335,"Bacteria_Proteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_1"
"29b7d292bdcc69ae66def62387468dac","D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Isosphaerales;D_4__Isosphaeraceae;D_5__Singulisphaera","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA,0.743052514030003,"Bacteria_Planctomycetes_Isosphaerales_Isosphaeraceae_Singulisphaera_1"
"73227a2a6d866329a625179dab79ba46","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Candidatus Soleaferrea","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea",NA,0.997160777308969,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Candidatus Soleaferrea_1"
"799161691d84ac8b99debc0534d0cb74","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.998618092869014,"Bacteria_Firmicutes_Clostridiales_Lachnospiraceae_1"
"75675a5269f7d9cf2047b7637145bfe7","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae;D_5__Paenibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,0.999981088939167,"Bacteria_Firmicutes_Bacillales_Paenibacillaceae_Paenibacillus_1"
"79f7bf95485bc9666507bec05bb604e0","D_0__Bacteria;D_1__Spirochaetes;D_2__Brachyspirae;D_3__Brachyspirales;D_4__Brachyspirales Incertae Sedis;D_5__Exilispira;D_6__uncultured bacterium","Bacteria","Spirochaetes","Brachyspirae","Brachyspirales","Brachyspirales Incertae Sedis","Exilispira","uncultured bacterium",0.999999705723213,"Bacteria_Spirochaetes_Brachyspirales_Brachyspirales Incertae Sedis_Exilispira_uncultured bacterium_1"
"720527a9059d77f40c7c1c46021d112c","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__uncultured;D_6__uncultured bacterium","Bacteria","Actinobacteria",NA,"Micromonosporales","Micromonosporaceae","uncultured","uncultured bacterium",0.996126630419616,"Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_uncultured_uncultured bacterium_1"
"65cbe1932d84fa971a5755d6e0dee94f","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces","Bacteria","Actinobacteria",NA,"Streptomycetales","Streptomycetaceae","Streptomyces",NA,0.999985784673821,"Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_1"
"d543640e756b07e120e8009b57932209","D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Isosphaerales;D_4__Isosphaeraceae;D_5__Aquisphaera;D_6__uncultured bacterium","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Aquisphaera","uncultured bacterium",0.989435278042949,"Bacteria_Planctomycetes_Isosphaerales_Isosphaeraceae_Aquisphaera_uncultured bacterium_1"
"66e9e7a348013eae62ebc273bcadf318","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group;D_5__uncultured bacterium;D_6__uncultured bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group","uncultured bacterium",NA,0.924820697662415,"Bacteria_Firmicutes_Clostridiales_Clostridiales vadinBB60 group_uncultured bacterium_1"
"640d5505f02a445f31aec6ccf44ba0f2","D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;D_6__uncultured bacterium","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0.760525903188453,"Bacteria_Planctomycetes_Gemmatales_Gemmataceae_uncultured_uncultured bacterium_1"
"31e9b648d3043e49431315a07d6efcb3","D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA,0.999999624991643,"Bacteria_Chloroflexi_Thermomicrobiales_JG30-KF-CM45_1"
"96f45c9f16785ffa4a5c57e0b3bdc1f3","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__Christensenellaceae R-7 group","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,0.987093875930249,"Bacteria_Firmicutes_Clostridiales_Christensenellaceae_Christensenellaceae R-7 group_1"
"b8235b242a4ab5f3aaefc37f50b4e149","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Candidatus Soleaferrea","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea",NA,0.997462164355018,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Candidatus Soleaferrea_2"
"9a5171a5b50ffc0b6b48abc366e0076b","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,0.999995102167391,"Bacteria_Proteobacteria_Enterobacteriales_Enterobacteriaceae_1"
"52d265169564db86762084f5e058c91c","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Candidatus Soleaferrea","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea",NA,0.993195563036561,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Candidatus Soleaferrea_3"
"bd2184f61b32d0a9d356a16a6c57ac99","D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured",NA,0.999844210314941,"Bacteria_Planctomycetes_Gemmatales_Gemmataceae_uncultured_1"
"adc92408b15f149560610d87e01057b3","D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","11-24","uncultured bacterium",NA,NA,0.954635340560982,"Bacteria_Acidobacteria_11-24_uncultured bacterium_1"
"47b67b33420400b96f0704889439839b","D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pirellula","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula",NA,0.999999836092121,"Bacteria_Planctomycetes_Pirellulales_Pirellulaceae_Pirellula_1"
"6b7251c6d9ab2775ded60c5515c53cd7","D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured bacterium;D_6__uncultured bacterium","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium",NA,0.903502166414633,"Bacteria_Planctomycetes_Tepidisphaerales_WD2101 soil group_uncultured bacterium_1"
"a3793b5d25a9fe00ef7a21d625db2d1b","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.999461326432333,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_1"
"ec1290e8c7c03167f5c2c54dcbf536f0","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Tyzzerella 3;D_6__uncultured bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella 3","uncultured bacterium",0.771892752113133,"Bacteria_Firmicutes_Clostridiales_Lachnospiraceae_Tyzzerella 3_uncultured bacterium_1"
"7a4332394b547317277da61eb8e9dfa0","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-014","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.999999995686627,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Ruminococcaceae UCG-014_1"
"02a8132cda043b6d086d09cd68f56711","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.999431886037545,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_2"
"76a958e0845087270569adc1c63c1e0c","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae NK4A214 group;D_6__uncultured Firmicutes bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae NK4A214 group","uncultured Firmicutes bacterium",0.934779593149427,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Ruminococcaceae NK4A214 group_uncultured Firmicutes bacterium_1"
"834afe5bd9998bb4ebaebd45e3e18b2f","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured;D_6__uncultured Clostridiaceae bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","uncultured Clostridiaceae bacterium",0.715684788610705,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_uncultured_uncultured Clostridiaceae bacterium_1"
"c1d08f7b4d1256c26f37db6f2862f743","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__Hyphomicrobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA,0.979342769395732,"Bacteria_Proteobacteria_Rhizobiales_Hyphomicrobiaceae_Hyphomicrobium_1"
"e5a34b9e7b6437ee61c2a3a48f3d0482","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-009;D_6__uncultured bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-009","uncultured bacterium",0.980236473476086,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Ruminococcaceae UCG-009_uncultured bacterium_1"
"af90061fb3e922f99556e8cbf8ec73ef","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured;D_6__uncultured Firmicutes bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","uncultured Firmicutes bacterium",0.788900333736546,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_uncultured_uncultured Firmicutes bacterium_1"
"aa9f6ea4aa1df57a7586f162f8fcb8f6","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium",NA,0.785138591490256,"Bacteria_Proteobacteria_Elsterales_uncultured_uncultured bacterium_1"
"2cd3502bf49fb0c064834275e4a86374","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptosporangiales;D_4__Thermomonosporaceae;D_5__Actinomadura;D_6__uncultured bacterium","Bacteria","Actinobacteria",NA,"Streptosporangiales","Thermomonosporaceae","Actinomadura","uncultured bacterium",0.949028133232842,"Bacteria_Actinobacteria_Streptosporangiales_Thermomonosporaceae_Actinomadura_uncultured bacterium_2"
"00973af723a5789ceb4eb8edcb354420","D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;D_5__JGI 0001001-H03","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","JGI 0001001-H03",NA,0.972206149101087,"Bacteria_Acidobacteria_Blastocatellales_Blastocatellaceae_JGI 0001001-H03_1"
"623082c52f693678fb75f6e64f1a2361","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Devosiaceae;D_5__Devosia","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA,0.724686266038331,"Bacteria_Proteobacteria_Rhizobiales_Devosiaceae_Devosia_1"
"b80350e485b9012de52389f439a8f873","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured;D_6__uncultured rumen bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","uncultured rumen bacterium",0.768616272275215,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_uncultured_uncultured rumen bacterium_1"
"27c4fd3573e291fce55398791b4dcc9f","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured",NA,0.985404215980851,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_uncultured_1"
"7712eb3502829a7f57e42ed84436b5f4","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__Christensenellaceae R-7 group;D_6__uncultured Firmicutes bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Firmicutes bacterium",0.810364627232252,"Bacteria_Firmicutes_Clostridiales_Christensenellaceae_Christensenellaceae R-7 group_uncultured Firmicutes bacterium_1"
"979456a6ea84205bbfea223bcb3fc4a7","D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome","Bacteria","Chloroflexi","TK10","metagenome",NA,NA,NA,0.973376091325526,"Bacteria_Chloroflexi_metagenome_1"
"6014ff44ce7c27e8cd4097f1160e982c","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae NK4A214 group;D_6__uncultured Firmicutes bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae NK4A214 group","uncultured Firmicutes bacterium",0.849186264419997,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_Ruminococcaceae NK4A214 group_uncultured Firmicutes bacterium_2"
"3661bc12a7b225916009de5dca4ae807","D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae;D_5__metagenome;D_6__metagenome","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","metagenome",NA,0.762107627123475,"Bacteria_Verrucomicrobia_Pedosphaerales_Pedosphaeraceae_metagenome_1"
"f71716ef2a262ecbcdb8b495d2dc677d","D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__Gaiellaceae;D_5__Gaiella;D_6__uncultured bacterium","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","uncultured bacterium",0.836391612477683,"Bacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_uncultured bacterium_1"
"73ee1163e96ba012267b974d499d0521","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,0.998589538184471,"Bacteria_Firmicutes_Clostridiales_1"
"57d43eab4757a72e1de7c64f38a270a8","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Tyzzerella 3;D_6__uncultured bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella 3","uncultured bacterium",0.972811173884533,"Bacteria_Firmicutes_Clostridiales_Lachnospiraceae_Tyzzerella 3_uncultured bacterium_2"
"f51dcfb4adbb0285d8c121cd4fb6f059","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured;D_6__uncultured Firmicutes bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","uncultured Firmicutes bacterium",0.98835293308336,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_uncultured_uncultured Firmicutes bacterium_2"
"c144f7b21b544c9e1d2efc837597f0a4","D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA,0.999995214850261,"Bacteria_Acidobacteria_1"
"c4faf522ac9e807b3770930ed02d4ea7","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Pythium insidiosum;D_6__Pythium insidiosum","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Pythium insidiosum",NA,0.999980758334287,"Bacteria_Proteobacteria_Rickettsiales_Mitochondria_Pythium insidiosum_1"
"90b1469bbefaaaf1115ecc26d88ac36a","D_0__Bacteria;D_1__Rokubacteria;D_2__NC10;D_3__Rokubacteriales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium","Bacteria","Rokubacteria","NC10","Rokubacteriales","uncultured bacterium",NA,NA,0.999999394855861,"Bacteria_Rokubacteria_Rokubacteriales_uncultured bacterium_1"
"8b9d80b375ef41efc2daac9edbc98783","D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6","Bacteria","Acidobacteria","Subgroup 6",NA,NA,NA,NA,0.999999999891111,"Bacteria_Acidobacteria_2"
"d1e73a2cb9d129ce777eee08ea62b53b","D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;D_6__uncultured bacterium","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",0.947031241375656,"Bacteria_Planctomycetes_Gemmatales_Gemmataceae_uncultured_uncultured bacterium_2"
"daa10056e94d9fd174eb7b4ae3acb0f6","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,0.996498223578521,"Bacteria_Firmicutes_Clostridiales_2"
"75cc13844640f5ac6478cd8bf5a947cb","D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__uncultured;D_6__uncultured bacterium","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","uncultured bacterium",0.896779978769476,"Bacteria_Actinobacteria_Microtrichales_Ilumatobacteraceae_uncultured_uncultured bacterium_1"
"b824083e0869664f4689a5ec5cf35ac7","D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Mollicutes RF39","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,0.999999978543419,"Bacteria_Tenericutes_Mollicutes RF39_1"
"031adf36fe8465b4d61efe256478ae17","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__Anaerovorax;D_6__uncultured bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Anaerovorax","uncultured bacterium",0.930844967404651,"Bacteria_Firmicutes_Clostridiales_Family XIII_Anaerovorax_uncultured bacterium_1"
"4ee7872fbb66202b4223787e10014c12","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__uncultured;D_6__uncultured bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","uncultured","uncultured bacterium",0.736887767291357,"Bacteria_Firmicutes_Clostridiales_Christensenellaceae_uncultured_uncultured bacterium_1"
"636b707da2c4be5b99ccec87d9604690","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__Christensenellaceae R-7 group;D_6__uncultured Firmicutes bacterium","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group","uncultured Firmicutes bacterium",0.904099449788652,"Bacteria_Firmicutes_Clostridiales_Christensenellaceae_Christensenellaceae R-7 group_uncultured Firmicutes bacterium_2"
"96b5f640918ec329df94a3067ff2e5bf","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__uncultured","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured",NA,0.960838253843107,"Bacteria_Firmicutes_Clostridiales_Ruminococcaceae_uncultured_2"
