"","Amid12","Amid39","Amid40","Amid41","Amid46","Amid49","Amid7","Ileum12","Ileum17","Ileum18","Ileum19","Ileum20","Ileum21","Ileum2","Ileum3","Ileum5","Ileum7","Ileum9","Lmid2","Lmid3","Lmid5","Lmid9","Paunch12","Paunch17","Paunch18","Paunch19","Paunch20","Paunch21","Paunch2","Paunch3","Paunch5","Paunch9","hind12","hind39","hind40","hind41","hind46","hind48","hind49","hind4","hind7"
"Lmid2",0.946417389932704,0.944943196328965,0.955632069404631,0.967387408542032,0.960626291260424,0.953400260387197,0.923788569233389,0.773053182607607,0.66332873012609,0.857640079375831,0.876860510133591,0.678529287381974,0.770929031773994,0.471693965835993,0.501818959079407,0.470819765353519,0.461257046644286,0.472254333080011,0,0.446298750876313,0.546486456977734,0.460877300220265,0.929095822604246,0.884008578034223,0.91591505005428,0.927646806629196,0.9286677453241,0.925164212524763,0.730806003903437,0.788968973298403,0.709330232914295,0.900940329540863,0.9357109946988,0.945488591908142,0.938556287457616,0.946505460109304,0.942203962549575,0.934120087341031,0.947191293328733,0.928225864466477,0.927718534843366
"Lmid3",0.947210787940005,0.94624586402341,0.956754067569689,0.970419809936483,0.959541430673474,0.956873013597528,0.925738430082157,0.779490556832997,0.673431989514863,0.851940592624542,0.868696673258146,0.671432748910901,0.773849634467005,0.480206291612393,0.450905368940912,0.503097439407614,0.511362727051144,0.487357088888621,0.446298750876313,0,0.546046092012815,0.467200069204655,0.920360401699248,0.884162616220279,0.913830220723475,0.922456415433452,0.927253925462437,0.921929991587954,0.738888064755419,0.783799571499183,0.707078628589074,0.902176243977899,0.938537739995808,0.942328035998684,0.94113167509807,0.947074035293731,0.944978070787917,0.937675487409426,0.950657749276712,0.935354830226414,0.934745371566178
"Lmid5",0.919719407960644,0.919178440559631,0.933106033826837,0.953915023176692,0.941562910830687,0.934482305477399,0.921917289639733,0.762817307762136,0.625178170959504,0.801157902939634,0.80617261361591,0.645355678956185,0.773603627532098,0.499128016404692,0.541088883865295,0.455994179722576,0.591952515896475,0.597093519779157,0.546486456977734,0.546046092012815,0,0.574407549475033,0.918485701798231,0.89874152268254,0.9188443733616,0.918779275136884,0.926352164367399,0.922435646945759,0.757758952706809,0.795108126622692,0.686512947471173,0.894773236888042,0.907421473819862,0.918081567097879,0.91227062392916,0.919487153013045,0.919462362578058,0.906310282895233,0.924108734158825,0.904951561005053,0.901333451850539
"Lmid9",0.935893900673328,0.941939885143176,0.949443639270922,0.968623702854356,0.95216247688113,0.948855973950651,0.914510453172016,0.751878277855381,0.646124752236614,0.845488952808562,0.860323625179179,0.676683029623081,0.757513687627534,0.562891992258329,0.516624462803991,0.50417339571744,0.499276536303897,0.437752947591736,0.460877300220265,0.467200069204655,0.574407549475033,0,0.914147628297096,0.880790674381293,0.909945874204772,0.915985161239067,0.921478365100278,0.916106317007805,0.743437312486986,0.775851051577798,0.701338017488392,0.891648835967911,0.926907797321549,0.930561647825205,0.929777530276475,0.936603633252294,0.936722370165849,0.926496900196172,0.940960231795372,0.923573344552764,0.920330074319806
"Paunch12",0.858622009921812,0.925807951859317,0.913543726582959,0.949072201151632,0.919531159753074,0.876040989297371,0.860363269161451,0.741292641024617,0.879701305173721,0.924439746843955,0.88577277926355,0.898239985879872,0.824661154716905,0.939582648984974,0.915787101762535,0.90091938042106,0.917110200697984,0.922668015270725,0.929095822604246,0.920360401699248,0.918485701798231,0.914147628297096,0,0.483616503402264,0.474147553144216,0.446028741407038,0.46086003662029,0.513065704199805,0.637637832776162,0.642814005322009,0.685141904415107,0.494368764461727,0.803443030886057,0.853780380298755,0.800802342700171,0.794590777376479,0.802047358673229,0.779855726252667,0.803778343452287,0.745575221197456,0.8192644415355
"Paunch17",0.8498578111382,0.92171793084588,0.912745302493205,0.949742324952165,0.911914374618504,0.87536927951704,0.874341142244888,0.727769888861232,0.823165157549126,0.907112359339123,0.874909683492432,0.845011750843085,0.791827644887369,0.921340518985416,0.88397599948309,0.867473078475228,0.874564068302907,0.888451958291617,0.884008578034223,0.884162616220279,0.89874152268254,0.880790674381293,0.483616503402264,0,0.48993533664527,0.513042314669063,0.493859319397777,0.526954336814619,0.605559882727532,0.585378158845966,0.665303292554223,0.532771609668859,0.792400339784094,0.852582828357335,0.807105145542133,0.807257107539016,0.809026377512337,0.788418397852984,0.813450998770049,0.753631089017814,0.835600574842391
"Paunch18",0.87201696539982,0.927288701774618,0.913952413296292,0.952751517576428,0.919329795710718,0.875323071776702,0.884538420013784,0.750137908190991,0.869979283517213,0.915459662348817,0.881046217470967,0.889474186333734,0.823834733478064,0.937181916451302,0.910587934227865,0.900877049677249,0.906732686069736,0.918718017581536,0.91591505005428,0.913830220723475,0.9188443733616,0.909945874204772,0.474147553144216,0.48993533664527,0,0.467773756216406,0.463683938942039,0.53082241682368,0.643273662966276,0.632329532094363,0.693475840430059,0.465127751298461,0.816666281089792,0.85785281819269,0.804548083028139,0.812910653692559,0.810705098908817,0.788561219302596,0.821804099818848,0.762899626950142,0.843453042492295
"Paunch19",0.825979300818728,0.906593177287848,0.889412645346317,0.936199394108756,0.892101203303373,0.85885645963292,0.847576646270467,0.747956414535925,0.872384792978997,0.910457542313984,0.869938758214606,0.891087084678261,0.803800141187456,0.945157770094535,0.91955388485849,0.89788417325151,0.916093041677897,0.924807999132436,0.927646806629196,0.922456415433452,0.918779275136884,0.915985161239067,0.446028741407038,0.513042314669063,0.467773756216406,0,0.468985741544953,0.515575694841414,0.637659670697218,0.643528307113351,0.681015585041211,0.531547794831646,0.765515728400927,0.81671700464417,0.765375557985773,0.776282267419715,0.769594188719316,0.7324530234659,0.786806746780108,0.70522993303951,0.792070537651412
"Paunch20",0.840849030149353,0.927519351137198,0.916449545906864,0.948149386868148,0.922166993823068,0.885878729346161,0.879746631059543,0.748684094643524,0.891908391745173,0.940759193392024,0.89830990850799,0.90775166048853,0.823402730599126,0.947341680338795,0.920092096871998,0.909458324348779,0.919337935891569,0.927928178265534,0.9286677453241,0.927253925462437,0.926352164367399,0.921478365100278,0.46086003662029,0.493859319397777,0.463683938942039,0.468985741544953,0,0.530476213323551,0.625318317657993,0.60865421130643,0.685508010095363,0.497430898397136,0.785868409489541,0.857488038904692,0.803385601923937,0.806454233736713,0.808741577888346,0.775743994414177,0.817640006417529,0.743420430181774,0.835186547404505
"Paunch21",0.804515198736922,0.907746455004871,0.870764947479143,0.939719991399031,0.892328718745043,0.827743256140006,0.835408757543493,0.742888502711298,0.868651899764094,0.906113514800275,0.868423549950175,0.882663709539229,0.77097592749447,0.943486946212411,0.914131610690596,0.901498152291749,0.907345408822104,0.922565485993103,0.925164212524763,0.921929991587954,0.922435646945759,0.916106317007805,0.513065704199805,0.526954336814619,0.53082241682368,0.515575694841414,0.530476213323551,0,0.653299478554958,0.637447822289539,0.6847326805416,0.554047960902181,0.743161538730332,0.797682624295417,0.739689557282001,0.737492539937701,0.747591948569468,0.719425083867839,0.74977686876738,0.704640711997832,0.797746264612437
